address,price,details
"35 Suburban Dr, Mississauga, ON L5N 1G7","C$1,288,000",3 bds3 ba- House for sale
"5951 Mersey St, Mississauga, ON L5V 1W1","C$1,199,000",4 bds4 ba- House for sale
"1617 Camelford Rd, Mississauga, ON L5J 3E2","C$2,688,000","6 bds4 ba4,423 sqft- House for sale"
"7056 Gaslamp Walk, Mississauga, ON L5W 1A5","C$2,299,999","5 bds4 ba3,617 sqft- House for sale"
"1177 Whiteoaks Ave, Mississauga, ON L5J 3B6","C$4,888,000","5 bds6 ba5,250 sqft- House for sale"
"2275 Doulton Dr, Mississauga, ON L5H 3M2","C$45,000,000",7 bds14 ba- House for sale
"937 Goodwin Rd, Mississauga, ON L5G 4J9","C$2,999,900","5 bds6 ba4,925 sqft- House for sale"
"50 Port St E PENTHOUSE 1, Mississauga, ON L5G 1C1","C$2,495,000","2 bds3 ba2,100 sqft- Condo for sale"
"3494 Loyalist Dr, Mississauga, ON L5L 4W8","C$1,399,888","6 bds4 ba2,626 sqft- House for sale"
"40 Lake St, Mississauga, ON L5H 1A1","C$2,999,900","4 bds4 ba4,038 sqft- House for sale"
"1848 Balsam Ave, Mississauga, ON L5J 1L2","C$2,490,000","5 bds6 ba4,200 sqft- House for sale"
"3085 Prentiss Rd, Mississauga, ON L5L 3W7","C$1,499,999",4 bds4 ba- House for sale
"1461 Safeway Cres, Mississauga, ON L4X 1H8","C$1,229,000","4 bds3 ba2,000 sqft- House for sale"
"1665 The Collegeway #1405, Mississauga, ON L5L 0A9","C$540,000",2 bds2 ba942 sqft- Condo for sale
"1538 Edencrest Dr, Mississauga, ON L5E 0A5","C$2,295,000",5 bds6 ba- House for sale
"25 Fairview Rd W #205, Mississauga, ON L5B 3Y8","C$499,000",2 bds2 ba- Condo for sale
"1333 Bloor St #515, Mississauga, ON L4Y 3T6","C$649,000","2 bds1 ba1,070 sqft- Condo for sale"
"1665 The Collegeway #1907, Mississauga, ON L5L 0A9","C$409,500",1 bd1 ba888 sqft- Condo for sale
"3230 Flagstone Dr, Mississauga, ON L5M 7T8","C$1,099,900","3 bds-- ba2,010 sqft- House for sale"
"5231 Astwell Ave, Mississauga, ON L5R 3H8","C$1,299,900","5 bds4 ba1,586 sqft- House for sale"
"1665 The Collegeway UNIT 1902, Mississauga, ON L5L 0A9","C$550,000","2 bds2 ba1,096 sqft- Condo for sale"
"1212 Clarkson Rd N, Mississauga, ON L5J 2W2","C$5,250,000",5 bds3 ba- House for sale
"483 Bob O Link Rd, Mississauga, ON L5J 2P3","C$3,980,000","4 bds6 ba7,045 sqft- House for sale"
"2285 Shawanaga Trl, Mississauga, ON L5H 3X6","C$4,688,800","7 bds7 ba6,000 sqft- House for sale"
"1343 Blythe Rd, Mississauga, ON L5H 2C2","C$29,800,000","7 bds10 ba12,553 sqft- House for sale"
"5 Godfreys Ln, Mississauga, ON L5H 2T1","C$1,698,000","3 bds4 ba2,435 sqft- Townhouse for sale"
"1470 Mississauga Rd, Mississauga, ON L5H 2J8","C$13,900,000","9 bds11 ba17,087 sqft- House for sale"
"4850 Glen Erin Dr #801, Mississauga, ON L5M 7S1","C$499,000",1 bd1 ba- Condo for sale
"1606 Watersedge Rd, Mississauga, ON L5J 1A4","C$7,588,000","4 bds7 ba7,738 sqft- House for sale"
"1372 Kenmuir Ave, Mississauga, ON L5G 4B4","C$1,499,850",-- sqft lot- Lot / Land for sale
"2681 Mississauga Rd, Mississauga, ON L5H 2L6","C$4,390,000",-- sqft lot- Lot / Land for sale
"7619 Almadale Ct, Mississauga, ON L4T 3G2","C$1,399,000",4 bds3 ba- House for sale
"5654 Highway 7, Halton Hills, ON L5J 2L7","C$1,798,888",3 bds1 ba- House for sale
"640 Farwell Cres, Mississauga, ON L5R 2A7","C$1,299,900",4 bds4 ba- House for sale
"7240 Custer Cres, Mississauga, ON L4T 3K7","C$1,099,000",4 bds3 ba- House for sale
"4070 Confederation Pkwy #1402, Mississauga, ON L5B 0E9","C$669,900",2 bds2 ba- Condo for sale
"8 Nahani Way #818, Mississauga, ON L4Z 4K2","C$535,000",1 bd2 ba- Condo for sale
"1515 Lakeshore Rd E #104, Mississauga, ON L5E 3E3","C$679,888",3 bds2 ba- Condo for sale
"366 Harrowsmith Dr, Mississauga, ON L5R 1P7","C$1,399,000",4 bds4 ba- House for sale
"208 Enfield Pl #3108, Mississauga, ON L5B 0G8","C$599,000",2 bds2 ba- Condo for sale
"194 Wyndham St, Mississauga, ON L5M 1N5","C$899,900",4 bds2 ba- House for sale
"60 Absolute Ave #3804, Mississauga, ON L4Z 0A9","C$549,813",2 bds1 ba- Condo for sale
"1300 Mississauga Valley Blvd #1002, Mississauga, ON L5A 3S8","C$579,900",3 bds2 ba- Condo for sale
"4055 Parkside Village Dr #2714, Mississauga, ON L5B 0K2","C$549,000",1 bd1 ba- Condo for sale
"50 Kingsbridge Garden Cir #1105, Mississauga, ON L5R 1Y2","C$525,000",2 bds2 ba- Condo for sale
"1575 Lakeshore Rd W #451, Mississauga, ON L5J 0B1","C$989,900",2 bds2 ba- Condo for sale
"3700 Kaneff Cres SPACE 3, Mississauga, ON L5A 4B8","C$595,000",3 bds2 ba- Condo for sale
"614 Curzon Ave, Mississauga, ON L5G 1P8","C$2,299,000",4 bds5 ba- House for sale
"1548 Carolyn Rd, Mississauga, ON L5M 2E1","C$1,649,000",2 bds2 ba- House for sale
"36 Harborn Rd, Mississauga, ON L5B 1A4","C$2,388,000",4 bds5 ba- House for sale
"3975 Grand Park Dr #4406, Mississauga, ON L5B 0K4","C$565,000",1 bd1 ba- Condo for sale
"6828 Gracefield Dr, Mississauga, ON L5N 6T6","C$950,000",6 bds3 ba- House for sale
"6960 Pamplona Mews, Mississauga, ON L5N 1S4","C$799,900",3 bds2 ba- House for sale
"400 Bloor St #61, Mississauga, ON L5A 3M8","C$749,000",3 bds2 ba- Townhouse for sale
"1019 Strathy Ave, Mississauga, ON L5E 2J5","C$1,299,900",3 bds1 ba- House for sale
"2665 Windwood Dr #201, Mississauga, ON L5N 2P2","C$499,900",3 bds2 ba- Condo for sale
"5223 Fairford Cres N #12, Mississauga, ON L5V 2M6","C$798,900",3 bds4 ba- Townhouse for sale
"3602 Copernicus Dr, Mississauga, ON L5B 3L1","C$1,199,000",4 bds3 ba- House for sale
"3602 Copernicus Dr, Mississauga, ON L5B 3L1","C$1,199,000",4 bds3 ba- House for sale
"7306 Aldercrest Dr, Mississauga, ON L5N 7T3","C$1,149,000",3 bds4 ba- House for sale
"3153 Mission Hill Dr, Mississauga, ON L5M 0B2","C$2,040,000",7 bds6 ba- House for sale
"1140B Haig Blvd, Mississauga, ON L5E 2N3","C$999,000",3 bds2 ba- House for sale
"410 Barondale Dr, Mississauga, ON L4Z 3V1","C$1,377,700",3 bds3 ba- House for sale
"220 Burnhamthorpe Rd W UNIT 715, Mississauga, ON L5B 4N4","C$669,999",2 bds2 ba- Condo for sale
"3939 Duke Of York Blvd PENTHOUSE 6, Mississauga, ON L5B 4N2","C$899,900","2 bds3 ba1,462 sqft- Condo for sale"
"1140A Haig Blvd, Mississauga, ON L5E 2N3","C$999,000",3 bds2 ba- House for sale
"1140 Haig Blvd, Mississauga, ON L5E 2M7","C$1,998,000",3 bds2 ba- House for sale
"3360 Council Ring Rd #48, Mississauga, ON L5L 2E4","C$789,999",3 bds2 ba- Townhouse for sale
"3020 Cedarglen Gate #20, Mississauga, ON L5C 4S7","C$759,000",3 bds2 ba- Townhouse for sale
"1538 Trimble Ct, Mississauga, ON L5G 3K9","C$1,990,000",3 bds3 ba- House for sale
"6378 Western Skies Way, Mississauga, ON L5W 1H5","C$1,699,999",5 bds5 ba- House for sale
"2055 Stonehouse Cres, Mississauga, ON L5H 3H9","C$2,299,900",4 bds1 ba- House for sale
"1035 Southdown Rd #1711, Mississauga, ON L5J 0A2","C$1,029,900",2 bds2 ba- Condo for sale
"75 King St E #1412, Mississauga, ON L5A 4G5","C$580,000",2 bds2 ba- Condo for sale
"945 Meadow Wood Rd, Mississauga, ON L5J 2S8","C$2,798,000",4 bds4 ba- House for sale
"7527 Netherwood Rd, Mississauga, ON L4T 2N8","C$1,149,000",3 bds2 ba- House for sale
"24 Elm St #3602, Mississauga, ON L5B 1L9","C$699,000",2 bds2 ba- Condo for sale
"2676 Folkway Dr #74, Mississauga, ON L5L 2G5","C$749,999",3 bds3 ba- Townhouse for sale
"4055 Parkside Village Dr #2220, Mississauga, ON L5B 0K2","C$719,900",2 bds2 ba- Condo for sale
"6 Ripon St, Mississauga, ON L4T 1E2","C$2,499,000",-- sqft lot- Lot / Land for sale
"1919 Britannia Rd W, Mississauga, ON L5M 1P4","C$1,349,000",3 bds3 ba- House for sale
"7169 Tabbyman Walk, Mississauga, ON L5W 1H4","C$999,900",3 bds4 ba- House for sale
"3437 Autumnleaf Cres, Mississauga, ON L5L 1K6","C$1,220,000",3 bds3 ba- House for sale
"285 Enfield Pl #301, Mississauga, ON L5B 3Y6","C$575,000",3 bds2 ba- Condo for sale
"3982 Janice Dr, Mississauga, ON L5M 7Y4","C$949,900",3 bds4 ba- House for sale
"1300 Mississauga Valley Blvd UNIT 1211, Mississauga, ON L5A 3S8","C$598,888",3 bds2 ba- Condo for sale
"5075 Creditview Rd, Mississauga, ON L5V 1R8","C$1,699,000",7 bds5 ba- House for sale
"5181 Angel Stone Dr, Mississauga, ON L5M 0L5","C$998,888",3 bds3 ba- Townhouse for sale
"LOT 20 Longview Pl #N/A, Mississauga, ON L5W 1V3","C$1,699,000",5 bds4 ba- House for sale
"8 Nahani Way #808, Mississauga, ON L4Z 4K2","C$585,000",2 bds2 ba- Condo for sale
"370 Square One Dr #19, Mississauga, ON L5B 0E6","C$899,000",3 bds3 ba- Townhouse for sale
"847 Winterton Way, Mississauga, ON L5V 1Z5","C$1,375,000",4 bds6 ba- House for sale
"4462 Idlewilde Cres, Mississauga, ON L5M 4E8","C$1,750,000",4 bds4 ba- House for sale
"2167 Gordon Dr, Mississauga, ON L5B 1S7","C$2,450,000",0.34 acres lot- Lot / Land for sale
"3609 Queenston Dr, Mississauga, ON L5C 2G9","C$1,099,900",4 bds3 ba- House for sale
"7707 Darcel Ave #35, Mississauga, ON L4T 3W9","C$649,000",3 bds3 ba- Condo for sale
"4241 Tomken Rd, Mississauga, ON L4W 1J7","C$1,499,000",3 bds4 ba- House for sale
"349 Rathburn Rd W #1701, Mississauga, ON L5B 0K6","C$519,900",1 bd1 ba- Condo for sale
"5294 Tiffany Ct, Mississauga, ON L5M 5G9","C$3,200,000",6 bds8 ba- House for sale
"5210 Symphony Ct, Mississauga, ON L5M 2M9","C$3,299,000",4 bds4 ba- House for sale
"7583 Wildfern Dr, Mississauga, ON L4T 3P7","C$819,000",3 bds2 ba- House for sale
"5035 9th Line #3, Mississauga, ON L5M 0E6","C$799,800",3 bds3 ba- Townhouse for sale
"Exchange District, Mississauge, ON L5L 1C6","C$950,000",Studio-- ba- House for sale
"Ex2, Mississauga, ON L5B 1M7","C$800,000",Studio-- ba- Condo for sale
"Condominiums At Sq, One District Toronto, ON L5B 0E6","C$550,000",Studio-- ba- Condo for sale
"Square One District, Mississauga, ON L5B 0E6","C$550,000",Studio-- ba- Condo for sale
"4090 Living Arts Dr #2708, Mississauga, ON L5B 4M8","C$609,000",2 bds2 ba- Condo for sale
"2010 Lushes Ave, Mississauga, ON L5J 1H2","C$1,249,990",3 bds4 ba- Townhouse for sale
"3601 Golden Orchard Dr, Mississauga, ON L4Y 3H9","C$1,359,000",4 bds3 ba- House for sale
"4292 Hickory Dr, Mississauga, ON L4W 1L2","C$2,349,900",3 bds5 ba- House for sale
"903 The Greenway Way, Mississauga, ON L5G 1P7","C$1,750,000",3 bds2 ba- House for sale
"3724 Pearlstone Dr, Mississauga, ON L5M 7H1","C$1,499,000",4 bds4 ba- House for sale
"1010 Albertson Cres, Mississauga, ON L5H 3C7","C$3,499,000",5 bds5 ba- House for sale
"3980 Nightshade Ln, Mississauga, ON L5N 7J3","C$799,000",3 bds3 ba- House for sale
"3030 Breakwater Ct #310, Mississauga, ON L5B 4N7","C$799,900",3 bds2 ba- Townhouse for sale
"173 N Service Rd, Mississauga, ON L5A 1A4","C$1,250,000",3 bds4 ba- House for sale
"770 Othello Ct, Mississauga, ON L5W 1Y3","C$719,000",3 bds4 ba- House for sale
"3550 Laddie Cres, Mississauga, ON L4T 1N1","C$835,000",Studio-- ba- House for sale
"1333 Bloor St #1215, Mississauga, ON L4Y 3T6","C$539,900",2 bds1 ba999 sqft- Condo for sale
"50 Benson Ave, Mississauga, ON L5H 2P4","C$1,588,000",3 bds4 ba- House for sale
"1063 Felicity Cres, Mississauga, ON L5V 0B2","C$999,000",3 bds5 ba- Townhouse for sale
"2125 Lynchmere Ave, Mississauga, ON L5B 1W7","C$1,988,000",-- sqft lot- Lot / Land for sale
"451 Country Club Cres, Mississauga, ON L5J 2P9","C$6,588,000",6 bds9 ba- House for sale
"4460 Tucana Ct #1012, Mississauga, ON L5R 3K9","C$499,000",2 bds2 ba- Condo for sale
"4080 Living Arts Dr #3003, Mississauga, ON L5B 4N3","C$825,000",2 bds2 ba- Condo for sale
"3055 Tomken Rd #351, Mississauga, ON L4Y 3X9","C$449,900",3 bds2 ba- Townhouse for sale
"3288 Barchester Ct, Mississauga, ON L5L 5Z1","C$3,290,000",9 bds8 ba- House for sale
"LOT 30 Longview Pl, Mississauga, ON L5W 1V3","C$1,499,000",4 bds4 ba- House for sale
"1858 Grosvenor Pl, Mississauga, ON L5L 3V5","C$2,199,000",4 bds5 ba- House for sale
"5288 Tiffany Ct, Mississauga, ON L5M 5G9","C$2,999,000",6 bds6 ba- House for sale
"1372 Godwick Dr, Mississauga, ON L5N 7X3","C$779,000",3 bds3 ba- House for sale
"2825 Bushland Cres, Mississauga, ON L5J 1Y1","C$1,999,000",4 bds6 ba- House for sale
"1575 Lakeshore Rd W #426, Mississauga, ON L5J 0B1","C$734,888",2 bds2 ba- Condo for sale
"349 Rathburn Rd W UNIT 1711, Mississauga, ON L5B 0K6","C$538,000",1 bd1 ba- Condo for sale
"951 Chippenham Dr, Mississauga, ON L5H 3S6","C$1,349,000",3 bds3 ba- House for sale
"349 Rathburn Rd W #2311, Mississauga, ON L5B 0K6","C$538,888",1 bd1 ba- Condo for sale
"3241 Barchester Ct, Mississauga, ON L5L 5Z1","C$3,288,000","6 bds9 ba5,000 sqft- House for sale"
"35 Kingsbridge Garden Cir UNIT 2607, Mississauga, ON L5R 3Z5","C$699,000",2 bds2 ba- Condo for sale
"199 Hillcrest Ave #10, Mississauga, ON L5B 4L5","C$879,000",4 bds4 ba- Townhouse for sale
"1 Hurontario St #518, Mississauga, ON L5G 0A3","C$924,900",2 bds2 ba- Condo for sale
"4090 Living Arts Dr #2107, Mississauga, ON L5B 4M8","C$540,000",1 bd1 ba- Condo for sale
"383 Prince Of Wales Dr #115, Mississauga, ON L5B 0C7","C$999,999",3 bds3 ba- Condo for sale
"2393 Chilsworthy Ave, Mississauga, ON L5B 2R4","C$1,599,900",3 bds4 ba- House for sale
"2035 Heartwood Ct, Mississauga, ON L5C 4P7","C$1,699,000",-- sqft lot- Lot / Land for sale
"5475 Mcfarren Blvd, Mississauga, ON L5M 5X9","C$1,749,000",4 bds4 ba- House for sale
"55 Kingsbridge Garden Cir #1813, Mississauga, ON L5R 1Y1","C$710,000",2 bds2 ba- Condo for sale
"6854 2nd Line W, Mississauga, ON L5W 1M9","C$3,990,000",5 bds7 ba- House for sale
"8 Nahani Way #125, Mississauga, ON L4Z 4K2","C$899,000",4 bds3 ba- Condo for sale
"1893 Stevington Cres, Mississauga, ON L5N 7S5","C$949,000",3 bds4 ba- Condo for sale
"1320 Mississauga Valley Blvd #415, Mississauga, ON L5A 3S9","C$579,999",3 bds2 ba- Condo for sale
"1467 Woodeden Dr, Mississauga, ON L5H 2V1","C$4,499,000",5 bds7 ba- House for sale
"M3 In Mississauga 425 Webb Dr, Missisauga, ON L5B 3Z7","C$300,000",Studio-- ba- Condo for sale
"151 City Centre Dr, Mississauga, ON L5B 1M7","C$905,400",Studio-- ba- Condo for sale
"510 Curran Pl #3903, Mississauga, ON L5B 0J8","C$559,000",1 bd1 ba- Condo for sale
"4090 Living Arts Dr #3107, Mississauga, ON L5B 4M8","C$789,000",2 bds2 ba- Condo for sale
"1547 Broadmoor Ave, Mississauga, ON L5G 3T7","C$3,999,000",4 bds5 ba- House for sale
"392 Country Club Cres, Mississauga, ON L5J 2P8","C$3,750,000",4 bds6 ba- House for sale
"3078 Parkerhill Rd, Mississauga, ON L5B 1V5","C$2,099,900",2 bds1 ba- House for sale
"1093 Fleet St, Mississauga, ON L5H 3P4","C$2,588,000",4 bds4 ba- House for sale
"3888 Duke Of York Blvd PENTHOUSE 28, Mississauga, ON L5B 4P5","C$699,900",2 bds2 ba- Condo for sale
"4080 Living Arts Dr, Mississauga, ON L5B 4N3","C$415,000",2 bds1 ba569 sqft- Condo for sale
"1300 Bloor St PENTHOUSE 10, Mississauga, ON L4Y 3Z2","C$1,498,000",4 bds2 ba- Condo for sale
"8 Nahani Way #3406, Mississauga, ON L4Z 4K2","C$615,000",2 bds2 ba- Condo for sale
"8 Nahani Way #101, Mississauga, ON L4Z 4K2","C$999,900",4 bds3 ba- Condo for sale
"1887 Kirkwall Cres, Mississauga, ON L4X 1N9","C$1,299,999",4 bds3 ba- House for sale
"208 Enfield Pl #3805, Mississauga, ON L5B 0G8","C$544,900",2 bds1 ba- Condo for sale
"5025 Four Springs Ave #106, Mississauga, ON L5R 0G5","C$859,900",4 bds3 ba- Condo for sale
"1129 Indian Rd, Mississauga, ON L5H 1R8","C$4,695,000",4 bds8 ba- House for sale
"3025 The Credit Woodlands #234, Mississauga, ON L5C 2V3","C$567,000","4 bds1 ba1,500 sqft- House for sale"
"349 Rathburn Rd #2015, Mississauga, ON L5B 0K6","C$659,000",2 bds2 ba- Condo for sale
"3210 Martins Pine Ct W, Mississauga, ON L5L 1G1","C$879,900",4 bds2 ba- Condo for sale
"215 Briarhill Dr, Mississauga, ON L5G 2N4","C$2,400,000",3 bds3 ba- House for sale
"1160 Birchview Dr, Mississauga, ON L5H 3C8","C$3,188,000",4 bds7 ba- House for sale
"3504 Hurontario St #206, Mississauga, ON L5B 0B9","C$479,900",1 bd1 ba544 sqft- Condo for sale
"830 Scollard Ct #12, Mississauga, ON L5V 0A2","C$474,900",1 bd1 ba842 sqft- Condo for sale
"3369 Cawthra Rd, Mississauga, ON L5A 2X8","C$1,350,000",3 bds3 ba- House for sale
"5035 Mariner Ct, Mississauga, ON L5R 2R1","C$779,900",3 bds3 ba780 sqft- House for sale
"335 Rathburn Rd W #2305, Mississauga, ON L5B 0C8","C$590,000",2 bds2 ba- Condo for sale
"2173 Shawanaga Trl, Mississauga, ON L5H 3X6","C$3,850,000",4 bds6 ba- House for sale
"Westport, Mississauga, ON L5G 3G1","C$500,000",Studio-- ba- Condo for sale
"Exchange District 2 151 City Centre Dr, Mississauga, ON L5B 1M7","C$790,400",2 bds1 ba720 sqft- Condo for sale
"1035 Southdown Rd #609, Mississauga, ON L5J 0A2","C$943,900",2 bds2 ba- Condo for sale
"1035 Southdown Rd #313, Mississauga, ON L5J 0A2","C$724,900",1 bd1 ba- Condo for sale
"5079 Preservation Cir, Mississauga, ON L5M 7T5","C$1,129,850","4 bds1 ba2,497 sqft- House for sale"
"208 Enfield Pl #3810, Mississauga, ON L5B 0G8","C$699,000",2 bds2 ba- Condo for sale
"1035 Southdown Rd #1511, Mississauga, ON L5J 0A2","C$996,900",2 bds2 ba- Condo for sale
"1283 Mississauga Rd, Mississauga, ON L5H 2J1","C$2,999,999",4 bds5 ba- House for sale
"Oro At Edge, Towers Mississauga, ON L5B 1L9","C$550,000",1 bd1 ba565 sqft- Condo for sale
"Stride & Towns 501 Lakeshore Blvd E, Mississauga, ON L5G 1H9","C$850,000",Studio-- ba- Condo for sale
"60 Absolute Ave UNIT 801, Mississauga, ON L4Z 0A9","C$439,000",2 bds1 ba- Condo for sale
"3065 Lenester Dr #8, Mississauga, ON L5C 2B8","C$499,000",3 bds2 ba- Townhouse for sale
"3504 Hurontario St #1709, Mississauga, ON L5B 0B9","C$469,900",3 bds2 ba- Condo for sale
